product,hundred energy (kcal),hundred protein (g),hundred total fat (g),hundred saturated fat (g),hundred trans fat (g),hundred carbohydrate (g),hundred dietary fiber (g),hundred sugars (g),hundred sodium (mg),per serve,serve energy (kcal),serve protein (g),serve total fat (g),serve saturated fat (g),serve trans fat (g),serve carbohydrate (g),serve dietary fiber (g),serve sugars (g),serve sodium (mg)
BP_120033,356,9.7,14.7,4.6,0,46,,12.4,474,85g,303,8.2,12.5,3.9,0,39.1,,10.5,403
BP_120035,341,6.9,15.4,7.1,0,43.2,,12.5,403,85g,200,5.9,13.1,6,0,36.7,,10.6,343
BP_120154,397,1.7,16.3,11.2,0,59.8,2.1,12.2,5732,,,,,,,,,,
BP_120206,50,4.3,2.9,0.7,0,2.2,0,1,280,,,,,,,,,,
BP_120210,24,4,0.8,0,0,0,0,0,214,,,,,,,,,,
BP_120211,27,3.6,0.6,0,0,1.9,0,0,186,,,,,,,,,,
BP_120662,191,13.4,12.8,4.68,0,5.6,,0,741,,,,,,,,,,
BP_120764,,,,,,,,,,100 毫升 ml,50,4.7,3,0.6,0,1,,1,31
BP_120975,,,,,,,,,,5ml,42,0,4.7,0.7,0.1,0,,0,0
BP_121596,,,,,,,,,,80g,384,9.8,14.9,5.2,0,52.9,1.5,2.8,1182
BP_121604,,,,,,,,,,5g,4,0.2,0,0,0,0.8,0,0.5,126
BP_121897,,,,,,,,,,5g,15,0,0.5,0,0,2,0,0,160
BP_122794,,,,,,,,,,15ml,120,0,14,3,0.2,0,0,0,0
BP_123083,,,,,,,,,,15ml,120,0,14,2,0,0,0,0,0
BP_123088,396,2.7,6.4,5,0,80.8,,67.3,22,,,,,,,,,,
BP_123395,,,,,,,,,,10 ml,27,0.3,0.1,0,0,6.3,,5.4,448
BP_123783,,,,,,,,,,109g,347,5.2,11.3,4.3,0,56.1,,2.1,1780
BP_123785,,,,,,,,,,91g,395,10.1,20.5,13.3,0,42.6,,4.2,1662
BP_123912,14,0.9,0,0,0,2.6,0,1.9,175,,,,,,,,,,
BP_123923,,,,,,,,,,73g,321,9.9,13,6.1,0,41,,1.8,1635
BP_123941,399,0,0,0,0,99.3,,99.1,0,,,,,,,,,,
BP_123949,380,0,0,0,0,94.9,,93.8,71,,,,,,,,,,
BP_124031,118,5.3,7.7,2,0,6.8,0,0.7,264,,,,,,,,,,
BP_124087,348,7.6,1,0,0,77.3,,0,9,,,,,,,,,,
BP_124114,78,0.1,0,0,0,19,0,0,18280,,,,,,,,,,
BP_124356,375,7.5,0.8,0.4,0,84.4,1.6,0,7,50 g,187,3.7,0.4,0.2,0,42.2,0.8,0,4
BP_124495,363,11.3,1.9,0.4,0,73.5,3.4,1.9,0,,,,,,,,,,
BP_124530,,,,,,,,,,35g,128,7.1,0.7,0.5,0,23.3,,13.9,96.3
BP_124569,,,,,,,,,,43g,160,2,1.5,0.9,0,33.3,,18,365
BP_124627,590,21.4,52.5,4,0,8.8,9.9,4.6,19,28.35g,169,6.1,15,1.1,0,2.5,2.8,1.3,5
BP_124647,,,,,,,,,,120g,542,12,25.8,12.2,0,65.3,,7.3,3260
BP_124652,438.1,6.6,11.2,4.1,0,77.7,,16.9,393,,,,,,,,,,
BP_124653,476,9.7,19.5,8,0,66.7,,0,496,,,,,,,,,,
BP_124745,257,1.8,10.8,3.3,0.2,42.5,3.5,1.7,1565,,,1.8,,3.3,2,42.5,3.5,17,1565
BP_124831,,,,,,,,,,5ml,7,0.2,0,0,0,1.7,0,1.7,387
BP_124894,349,11.6,0.97,0.33,0,71,,3.1,472,,,,,,,,,,
BP_124895,349,11.6,0.97,0.33,0,71,,3.1,472,,,,,,,,,,
BP_125088,,,,,,,,,,5 ml,7,0.4,0,0,0,1.2,,1,315
BP_125091,,,,,,,,,,10 g,26,0.6,2.1,0.4,0.1,1.1,,0.9,427
BP_125092,,,,,,,,,,5ml,1,0,0,0,0,0.1,,0,0
BP_125122,353,12,2,0.5,0,71.7,3,3.5,5,,,,,,,,,,
BP_125144,473,7.1,22.9,10.5,0,59.6,,30.4,109,,,,,,,,,,
BP_125248,334,0,0,0,0,82.9,,77.4,6.4,,,,,,,,,,
BP_125339,,,,,,,,,,15ml,120,0,14,2,0.1,0,0,0,0
BP_125415,169,0.5,0,0,0,41.8,,38.8,1230,,,,,,,,,,
BP_125534,,,,,,,,,,10 ml,10,0.9,0,0,0,1.5,,1.1,496
BP_125619,296,2.1,12.5,7.6,0,44.3,0,11.2,11,,,,,,,,,,
BP_125655,,0,0.9,0.2,0,29.2,15,,4,,,,,,,,,,
BP_125706,71,3,1.5,1.2,0,11.2,,11,64,,,,,,,,,,
BP_125744,,,,,,,,,,15ml,131,0,14.5,1.9,0.1,0,0,0,0
BP_125796,356,9.6,1.4,0.3,0,76.3,0.3,0.3,3,,,,,,,,,,
BP_125811,36,2.9,0.4,0.2,0,5.3,,0,650,,,,,,,,,,
BP_125838,26,1.5,0.8,0,0,4.3,,0.7,0.3,,,,,,,,,,
BP_125853,26,0,0,0,0,6.6,,6.6,49,,,,,,,,,,
BP_125889,342,7,1.3,0,0,76.4,,0,13,,,,,,,,,,
BP_125947,85.3,0,0,0,0,19.4,,16,9,,,,,,,,,,
BP_125955,,,,,,,,,,122g,539,11.7,23.9,10.6,0,69.4,,6.4,3150
BP_126065,30.1,0.8,0,0,0,4.7,,4.3,975,,,,,,,,,,
BP_126141,,,,,,,,,,5ml,4,0.3,0,0,0,0.7,0,0.7,493
BP_126852,430,6.3,9.5,3.7,0,79.9,,17.5,431,,,,,,,,,,
BP_126862,433,10.8,24.4,14,1.2,43.3,,7,474,35g,151,3.8,8.5,4.9,0.4,15.1,,2.4,166
BP_126889,559.3,0,63.1,16.5,0.57,0,,0,450,10g,55.9,0,6.3,1.7,0.06,0,,0,45
BP_127007,,,,,,,,,,10 g,12,0.9,0.7,0.1,0,0.5,,0.5,772
BP_127008,,,,,,,,,,10 g,14,0.5,0.9,0.2,0,0.9,,0.5,613
BP_127009,,,,,,,,,,5 ml,12,0.2,0.1,0,0,2.6,,2.2,275
BP_127011,,,,,,,,,,5 ml,1,0,0,0,0,0.2,,0.2,51
BP_127145,0,0,0,0,0,0,0,0,39000,,,,,,,,,,
BP_127191,0,0,0,0,0,0,0,0,40000,,,,,,,,,,
BP_127216,825,0,91.7,12.2,0.5,0,0,0,0,,,,,,,,,,
BP_127457,,,,,,,,,,15ml,120,0,14,3,0.1,0,0,0,0
BP_127458,,,,,,,,,,15ml,120,0,14,2,0.2,0,0,0,0
BP_127459,,,,,,,,,,15ml,120,0,14,1,0,0,0,0,0
BP_127603,57,4.7,0,0,0,7,0,3.3,878,,,,,,,,,,
BP_127604,52,4.3,0,0,0,8,0,3.4,891,,,,,,,,,,
BP_127608,90,18.2,0.6,0,0,3.1,0.8,0,517,,,,,,,,,,
BP_127609,340,16.7,30.3,54,0,0,0,0,398,,,,,,,,,,
BP_127707,24,1.1,0.2,0,0,3.8,1.5,3.5,12,,,,,,,,,,
BP_127800,,,,,,,,,,10 ml,24,0.3,0,0,0,5.6,,5.4,342
BP_127887,,,,,,,,,,107g,458,10,17.4,7.4,0,65.4,,4.6,3135
BP_128001,,,,,,,,,,10 ml,17,0.1,0,0,0,4,,3.4,476
BP_128269,36,5.9,0.9,0,0,1,0,0,263,,,,,,,,,,
BP_128302,40,2,3.3,0.6,0,0.7,0,0.4,757,,,,,,,,,,
BP_128303,54,1.8,4.7,1.1,0,1.2,0,0.4,735,,,,,,,,,,
BP_128381,,,,,,,,,,100ml,4,0.3,0.2,0.1,0,0.3,0,0.3,219
BP_128434,262.9,2.7,19.8,8.9,0,16.9,4,15.4,2230,44g,115,1.2,8.7,3.9,0,7.4,1.8,6.8,981
BP_128436,208,6.2,16,6.8,0,10.1,0.4,8.5,1160,58.7ml,122,3.6,9.4,4,0,5.9,0.2,5,681
BP_128520,,,,,,,,,,15ml,120,0,14,1,0,0,0,0,0
BP_128568,400,0,0,0,0,99.8,,99.8,0,,,,,,,,,,
BP_128664,305,17.3,24.8,17.1,1.2,3.1,,2.1,1570,20.8g,63,3.6,5.2,3.6,0.2,0.6,,0.4,327
BP_128668,425,23.3,36.2,21.7,1.8,0,0,0,716,,,,,,,,,,
BP_128670,241,20.2,14.7,10.1,0.7,7,,5.1,1550,20.8g,50,4.2,3.1,2.1,0.1,1.5,,1.1,322
BP_129496,265,8.8,4.6,2,0,47.1,,6.3,375,30g,79,2.6,1.4,0.6,0,14.1,,1.9,113
BP_129497,300,8.6,7.1,3.2,0,50.5,,24,441,45g,135,3.9,3.2,1.4,0,22.7,,10.8,198
BP_129813,,,,,,,,,,25ml,1.97,0.02,0,0,0,0.47,0,0.43,3.5
BP_130425,286,11.8,4.9,2.4,0,47.8,,5.3,521,55g,157,6.5,2.7,1.3,0,26.3,,2.9,287
BP_130606,,,,,,,,,,100ml,4,0.3,0.2,0.1,0,0.3,0,0.3,219
BP_130634,,,,,,,,,,236ml,136,10.1,3.2,2.1,0,16.5,1,16.5,130
BP_131022,60,3.4,0.7,0,0,14.2,4.2,3.8,15,,,,,,,,,,
BP_131102,320,12.5,11.8,6,0,39,,3.1,11240,,,,,,,,,,
BP_131422,425,0,47.2,12.4,0.42,1.9,,0,350,10g,42.5,0,4.7,1.2,0.04,0.19,,0,35
BP_131799,,,,,,,,,,15ml,120,0,14,2,0.1,0,0,0,0
BP_131963,,,,,,,,,,15ml,120,0,14,2,0,0,0,0,0
BP_132069,,,,,,,,,,10g,14,0.5,0,0,0,2.9,,2.1,438
BP_132072,,,,,,,,,,5ml,6,0.5,0,0,0,0.7,,0.6,317
BP_132076,15,1.8,0.18,0.04,0,2.47,,0,284,,,,,,,,,,
BP_132085,26,0,0,0,0,6.6,,6.6,49,,,,,,,,,,
BP_132231,149,3.8,1,0.3,0,30.8,,0.5,8,,,,,,,,,,
BP_132240,178,3.7,1.1,0.4,0,36.8,3.2,0.5,8,,,,,,,,,,
BP_132265,,,,,,,,,,5 ml,5,0.4,0,0,0,0.7,,0.5,327
BP_132277,136,8.9,3.5,0.5,0,8.2,18,0.1,12,,,,,,,,,,
BP_132478,400,0,0,0,0,99.8,,99.8,0,,,,,,,,,,
BP_132479,400,0,0,0,0,99.8,,99.8,0,,,,,,,,,,
BP_132480,400,0,,0,0,99.8,,99.8,0,,,,,,,,,,
BP_132481,400,0,0,0,0,99.8,,99.8,0,,,,,,,,,,
BP_132571,373,0,0,0,0,93,,87.2,6,,,,,,,,,,
BP_133106,157,5.1,0.8,0.2,0,31.4,1.7,0.6,12,,,,,,,,,,
BP_133232,,,,,,,,,,15ml,120,0,13.7,1.5,0,0,0,0,0
BP_134067,60,3.2,2.3,0.4,0,6.5,,6,10,,,,,,,,,,
BP_134700,,,,,,,,,,45g,153,2.8,0.3,0.1,0,36,1,0,0
BP_134710,252,4.8,23.6,2.6,0,4.5,,2.3,5968,,,,,,,,,,
BP_134941,58,4.5,1.5,0.9,0,7.1,,7.1,66,,,,,,,,,,
BP_135187,,,,,,,,,,236 毫升 ml,108,5,4.7,1.5,0,11.4,,10.2,47
BP_135196,,,,,,,,,,15ml,120,0,14,1,0,0,0,0,0
BP_135240,,,,,,,,,,215 g,328,3.7,6,2.4,0,69.2,2.2,2,1218
BP_135244,149,2.7,2.7,0.5,0,32.1,1,2.6,675,215 g,321,5.7,5.7,1,0,69.2,2.2,5.5,1452
BP_135585,896,0,99.5,15.6,0,0,0,0,0,9g,81,0,9,1.4,0,0,0,0,0
BP_135804,288,10,16,9.5,0.5,25.5,,5.5,600,35 g,,,,,,,,,
BP_135985,299,8.5,5.2,2,0,53.7,1.9,2.5,400,,,,,,,,,,
BP_136244,,,,,,,,,,15g,110,2.1,10.7,2.5,0,1.4,0.9,0.5,68
BP_136444,396,0,0,0,0,98.7,,98.4,0,,,,,,,,,,
BP_136717,,,,,,,,,,82 g,310,14.2,8.3,1.5,0,47,2.4,2.1,1476
BP_136868,108,2.5,0.4,0,0,23.7,0,22.2,4772,17g,18,0.4,0.1,0,0,4,0,3.8,811
BP_137007,375,14.1,35.4,6.8,0,0.1,,0,448,,,,,,,,,,
BP_137009,130,14.5,7.2,1.8,0,1.8,,1.1,637,,,,,,,,,,
BP_137101,,,,,,,,,,120g,500,12,15,8,0,79,,4,1880
BP_137968,,,,,,,,,,240ml,120,0,0,0,0,29,,26,25
BP_138116,,,,,,,,,,10 g,18,0.7,0.8,0.1,0,2,,1.7,472
BP_138702,,,,,,,,,,25ml,33.88,0.02,0.03,0,0,8.37,0,7.11,7.31
BP_139114,810,0,90,7.3,0,0,0,0,0,15.5 ml,,,,,,,,,
BP_139160,219,8.6,3.9,0,0,62.5,32.9,5.1,43,,,,,,,,,,
BP_139161,208,75,6.7,0,0,72.4,43.3,3.9,25,,,,,,,,,,
BP_139253,7,0.5,0.5,0.3,0,0.5,0,0,368,,,,,,,,,,
BP_139321,,,,,,,,,,200 g,304,9.3,1,0.2,0,64.4,3,1.7,299
BP_139323,,,,,,,,,,180 g,273,8.4,0.9,0,0,58,2.7,1.5,299
BP_139329,447,10.4,17.7,8.6,0,61.2,4.8,7.8,3616,,,,,,,,,,
BP_139330,464,8.1,23.2,11.1,0,55.8,,3.7,2020,,,,,,,,,,
BP_139748,423,23.4,36.8,22.1,1.8,0,0,0,704,,,,,,,,,,
BP_140144,154,9,10,3.1,0,7,,0.5,700,,,,,,,,,,
BP_140185,180,13,13,3.2,0,2.8,,0.1,800,,,,,,,,,,
BP_140535,87,3,1.5,1,0,15.4,0.7,18,53,135 g,118,4.1,2,1.3,0.1,20.8,0.9,18,72
BP_140880,,,,,,,,,,5g,10,0.3,0.5,0,0,3,2,0,0
BP_141463,559,30.23,49.05,8.65,,10.71,6,1.4,7,,,,,,,,,,
BP_142456,,,,,,,,,,19.8g,49,0.6,0.3,0,0,11.4,0.4,10.4,535
BP_142524,,,,,,,,,,1.0g,2,0.2,0,0,0,0.3,0,0.2,175
BP_142792,,,,,,,,,,45g,160,3,1.5,0,0,34,2,0,0
BP_143474,476,4.7,46,5.3,,9.8,5,5.5,1300,47.5g,226,2.2,21.9,2.5,,4.7,2.4,2.6,618
BP_143856,187,3.9,17.8,7.2,0.1,2.8,,2.7,2525,,,,,,,,,,
BP_144857,396,2.1,14.5,10.2,0,62.6,3.2,25.2,4120,,,,,,,,,,
BP_144911,339,6.6,1.1,0.4,0,77.5,1.8,0,0,,,,,,,,,,
BP_144996,,,,,,,,,,72g,301,2,12.2,3.7,0,49.8,3.9,2.2,1760
BP_145383,55,5,3.3,0.6,0,1.4,,0.9,10,,,,,,,,,,
BP_146483,62.9,4.2,0.2,0,0,10.8,4.5,2.8,164,,,,,,,,,,
BP_146546,,,,,,,,,,100ml,20,0,0,0,0,5,,4.8,0
BP_146583,211,13.6,14.2,5,0,7.1,,0,745,,,,,,,,,,
BP_146674,,,,,,,,,,240ml,18,1.2,0.5,0.2,0,1.9,0.3,0.6,725
BP_146761,211,13.6,14.2,5,0,7.1,,0,745,,,,,,,,,,
BP_146875,211,13.6,14.2,5,0,7.1,,0,745,,,,,,,,,,
BP_147071,380,12,9.8,4.1,0.1,67,,8,1400,,,,,,,,,,
BP_147074,,,,,,,,,,19.4g,44,0.8,2.7,0.2,0,5.2,0.9,3.1,1111
BP_147109,,,,,,,,,,8g,14,0.4,1.1,0.4,0,0.6,0,0.6,663
BP_147129,,,,,,,,,,8g,18,0.3,1.2,0.8,0,1.6,0,0.9,534
BP_147154,,,,,,,,,,8g,12,0.4,0.9,0.4,0.1,0.6,0,0.6,591
BP_147680,353,12.5,2,0.5,0,71.2,3,3.5,5,,,,,,,,,,
BP_148248,,,,,,,,,,10 g,14,0.5,0,0,0,2.9,,2.1,438
BP_148886,,,,,,,,,,,,,,,,,,,
BP_149178,,,,,,,,,,55g,195,5,2.2,1,0,37.9,,8.2,698
BP_149194,43,0.9,2.8,0.3,0,2.4,,2.2,2360,,,,,,,,,,
BP_149263,114,9.7,0,0,0,14.6,,8.3,5164,,,,,,,,,,
BP_149694,,,,,,,,,,45 g,152,8.1,0.1,0,0,29.8,0.2,0.7,837
BP_150007,349,7.6,1,0,0,77.3,,0,9,,,,,,,,,,
BP_150028,358,7.4,1.7,0,0,77.2,,0,0,,,,,,,,,,
BP_150307,90,5.7,0.2,0,0,16.8,5,1,358,130g,117,7.4,0.2,0,0,21.9,6.6,1.3,466
BP_150309,85,5.4,0.8,0,0,17.8,4.7,2.3,481,130g,111,7.1,1,0,0,23.2,6,3,625
BP_150310,79,4.7,0.8,0,0,13.4,4.7,0.8,299,130g,102,6.1,1,0,0,17.4,6.1,1,389
BP_150313,26,0,0,0,0,6.6,,6.6,49,,,,,,,,,,
BP_150370,,,,,,,,,,215g,361,5.5,8,3.7,0,66.6,2.6,4.3,2837
BP_150373,,,,,,,,,,215g,360,4.8,8.3,3.8,0,67.8,2.8,4.3,2853
BP_15038,358,0,0,0,0,88.7,0.9,3.4,0,,,,,,,,,,
BP_150412,,,,,,,,,,70g,250,3.7,3.6,1.7,0,50.7,,1,1659
BP_150417,,,,,,,,,,33g,136,3.7,5.1,2.4,0,18.8,,0.8,891
BP_15045,547,24.2,42.6,8.4,0,16.8,6.8,3.1,0,,,,,,,,,,
BP_150470,,,,,,,,,,56g,110,8.7,7.7,2.8,0,1.2,0,0.8,390
BP_150471,,,,,,,,,,56g,140,5,13,4.5,0,1,0,1,440
BP_150614,255,11,3.3,1,0,38.3,,0.6,44,,,,,,,,,,
BP_150615,255,11,3.3,1,0,38.3,,0.6,44,,,,,,,,,,
BP_150634,313,75.3,8.4,2.3,0,48.7,,0,25,,,,,,,,,,
BP_150635,233,23,4.1,2.2,0,10.1,,1.7,76,,,,,,,,,,
BP_150638,265,9,4.3,1.6,0,26.4,,4.1,25,,,,,,,,,,
BP_150639,292,26.6,5.5,1.4,0,23.9,,7.3,452,,,,,,,,,,
BP_150849,,,,,,,,,,10 g,64,1.4,6.2,1.1,0,0.6,,0.3,149
BP_150944,364.5,0,0,0,0,90.2,1.1,0,6,,,,,,,,,,
BP_150961,,,,,,,,,,57 g,207,9.7,5,3.2,0,30.7,0.5,1.1,1073
BP_150985,810,0,90,7.3,0,0,0,0,0,15.5 ml,,,,,,,,,
BP_151272,400,0,0,0,0,99.7,,99.5,0,,,,,,,,,,
BP_151275,400,0,0,0,0,99.8,,99.2,0,,,,,,,,,,
BP_151326,,,,,,,,,,42.5 g,154,4.7,0.6,0,0,32.9,0,1,235
BP_151498,,,,,,,,,,5 ml,42,0,4.7,0.7,0.1,0,,0,0
BP_151554,0,0,0,0,0,0,0,0,25300,5g,0,0,0,0,0,0,0,0,1265
BP_151846,,,,,,,,,,126g,15,1,0,0,0,3,1,2,130
BP_151847,356,13.2,20.6,5.2,0,29.5,,5.3,665,,,,,,,,,,
BP_152023,,,,,,,,,,5 ml,6,0.4,0,0,0,1.2,,1,315
BP_152024,,,,,,,,,,10g,23,0.3,1.6,0.3,0,1.8,,1.3,533
BP_152034,214,0,1.1,0,0,49.4,0,53.9,62,50g,107,0,0.6,0,0,24.7,0,27,31
BP_152153,,,,,,,,,,80 g,282,9.8,4.4,0.7,0,50.9,0.2,2.5,1438
BP_152480,,,,,,,,,,1g,0.3,0.047,0,0,0,0.026,0,0,340
BP_152533,218,23,14,2.9,0,0,,0,400,,,,,,,,,,
BP_152543,48,0,0,0,0,12.1,0,11.7,11,,,,,,,,,,
BP_152611,,,,,,,,,,100ml,820,0,92,13,0,0,,0,0
BP_152639,,,,,,,,,,74g,287,0,0,0,0,72.4,,68.3,515
BP_152937,453,4.9,44.6,6.4,0.3,6.6,2.7,3.5,1320,,,,,,,,,,
BP_153297,,,,,,,,,,45g,160,3,0,0,0,36,0,0,0
BP_153463,819,0,91,18,0,0,0,0,0,,,,,,,,,,
BP_153628,36,0,0,0,0,8,,7.5,0,,,,,,,,,,
BP_153631,,,,,,,,,,10 g,29,0.2,1.8,1,0,2.9,,2.1,354
BP_153632,,,,,,,,,,10 g,21,0.3,1.3,0.4,0.1,2,,1.5,413
BP_153633,,,,,,,,,,5ml,3,0.2,0,0,0,0.6,,0.5,396
BP_153722,238,11.4,18.5,5.3,0,6.5,,0,1025,198g,471,22.6,36.6,10.5,0,12.9,,0,2029
BP_154247,56,0,0,0,0,13.7,,12.2,5,250ml,140,0,0,0,0,34.3,,30.5,13
BP_154373,,,,,,,,,,10 g,23,0.2,0.2,0,0,5.1,,4.6,256
BP_154374,41,0.6,1,0.5,0,7.4,,2.9,228,,,,,,,,,,
BP_154375,120,9.9,0,0,0,9.8,,3.8,3808,15ml,,,,,,,,,
BP_154390,,,,,,,,,,80 g,304,9.6,8.4,2.4,0,47.5,0,0.6,1422
BP_154616,168,1.3,17.3,2.54,0,6.4,4.7,1.7,1.2,,,,,,,,,,
BP_154945,0,0,0,0,0,1.4,1,,38702,,,,,,,,,,
BP_154946,13,1,0,0,0,3.8,2.6,0,44462,,,,,,,,,,
BP_154947,283,11,5.5,0,0,68.9,21.6,0,9,,,,,,,,,,
BP_154974,,,,,,,,,,5ml,3,0.1,0,0,0,0.6,0,0.5,260
BP_154975,,,,,,,,,,5ml,6,0.1,0,0,0,1.3,0,1.3,458
BP_155338,,,,,,,,,,1g,3,0.1,0.1,0.1,0,0.3,0,0.1,169
BP_155447,30,0,0,0,0,7.4,,7.4,25,,,,,,,,,,
BP_155602,343,16.2,1.7,0.5,0,68.7,3.1,0.6,550,,,,,,,,,,
BP_155604,358,15.8,1.6,0.5,0,72.8,2.6,0,905,,,,,,,,,,
BP_155706,,,,,,,,,,10 ml,6,0.1,0,0,0,0.9,,0.9,279
BP_155767,90,4,1.4,0.8,0,15,,14,40,,,,,,,,,,
BP_155789,479,8.4,22.1,11.2,0,65.1,,3.4,895,,,,,,,,,,
BP_156009,97,1.1,6,0.9,0,8.5,,5.4,288,,,,,,,,,,
BP_156011,262,3.9,22.3,1.6,0,5.6,8.1,0.7,1920,,,,,,,,,,
BP_156129,,,,,,,,,,17g,15,0,0,0,0,4,,3,160
BP_156407,9,0.1,0,0,0,1.2,,1.2,80,,,,,,,,,,
BP_156408,8,0.2,0,0,0,0.6,,0.6,40,,,,,,,,,,
BP_156411,15,0.3,0,0,0,2,,0.8,140,,,,,,,,,,
BP_156592,101,7.5,0.6,0.1,0,13.3,6.4,0.2,12,,,,,,,,,,
BP_156594,97,6.5,0.8,0.1,0.1,12.9,6.2,0.3,12,,,,,,,,,,
BP_156604,27,0.8,0.9,0.1,0,3.3,1.3,2.9,160,,,,,,,,,,
BP_156654,721,1.1,79,6.2,0.62,1.3,,1.3,596,,,,,,,,,,
BP_156770,,,,,,,,,,28g,113,1.3,2.6,1.5,0,20.7,,13.5,118
BP_156816,,,,,,,,,,28g,114,1.1,2.9,1.6,0,20.9,,13.8,106
BP_156850,440,9.7,17.8,11.6,0,60.2,,3.2,1860,,,,,,,,,,
BP_157040,60,0,0,0,0,16,1,15,0,100g,,,,,,,,,
BP_157162,,,,,,,,,,5g,34,0.5,3.2,0.3,0,0.8,0,0.13,80
BP_157278,,,,,,,,,,18.9g,29,0,0,0,0,7.1,0,5.8,924
BP_157295,341,11.5,1.3,0.3,0,70.7,3.7,1.8,0,,,,,,,,,,
BP_157352,23,1.2,0.1,0,0,3.8,0.6,3.4,10,,,,,,,,,,
BP_157457,0,0,0,0,0,0,,0,0.96,,,,,,,,,,
BP_157719,,,,,,,,,,15ml,120,0,14,1,0.1,0,0,0,0
BP_157720,,,,,,,,,,15ml,120,0,14,2,0.1,0,0,0,0
BP_157729,0,0,0,0,0,0,,0,0.96,,,,,,,,,,
BP_157812,,,,,,,,,,15ml,19,0.4,0,0,0,4.3,0,3.6,1198
BP_157831,,,,,,,,,,18g,34,0.7,1.5,0.1,0,5,0.5,3,598
BP_157832,,,,,,,,,,18.6g,41,0.8,1.7,0.1,0,6.4,0.6,3.4,607
BP_157834,,,,,,,,,,17.3g,26,0,0,0,0,6.5,0,5.6,63
BP_157837,,,,,,,,,,20 g,26,0.7,1.4,0.2,0,2.7,,2.7,648
BP_157838,,,,,,,,,,20 g,34,0,0,0,0,8.4,,6.2,78
BP_157839,,,,,,,,,,20 g,41,0.6,1,0.4,0,7.5,,6.8,628
BP_157852,0,0,0,0,0,0,,0,0.96,,,,,,,,,,
BP_158031,,,,,,,,,,45 g,161,7,1,0.4,0,31,1.3,1.3,601
BP_158037,369,6.3,4.6,0.8,0,75.6,1.7,0.6,2927,70g,258,4.4,3.2,0.8,0,52.9,1.2,0.4,2049
BP_158158,,,,,,,,,,10 g,12,0.3,0,0,0,2.8,,2.2,458
BP_158257,353,12,2,0.5,0,71.7,3,3.5,10,,,,,,,,,,
BP_158438,,,,,,,,,,118 g,500,11,22.7,10.9,0,63,,8,1700
BP_158626,,,,,,,,,,15ml,120,0,14,2,0,0,0,0,0
BP_158628,,,,,,,,,,19.1g,30,0.5,0.1,0,0,6.8,0,6.1,794
BP_158629,,,,,,,,,,18.6g,24,0,0,0,0,6,0,4.4,945
BP_158769,830,0,92.2,18.3,0.4,0,0,0,0,,,,,,,,,,
BP_158779,830,0,92.2,18.3,0.4,0,0,0,0,,,,,,,,,,
BP_158962,449,9,17,7,0,65,,5,2530,70 g,315.5,6,12,5,0,45,,3,1770
BP_159299,,,,,,,,,,5g,16,0.3,1.4,0.2,0.1,0.5,,0.3,187
BP_159590,,,,,,,,,,10ml,22.84,0.01,0,0,0,5.7,0,5.6,286
BP_159742,,,,,,,,,,20 g,21,0.5,0.5,0.1,0,3.5,,3.5,590
BP_159743,,,,,,,,,,13 g,27,0.6,0.2,0,0,5.5,,5.3,280
BP_159745,,,,,,,,,,10g,9,0.4,0,0,0,1.7,,1,989
BP_159746,,,,,,,,,,10 g,22,1.4,1.1,0.3,0,1.5,,0.7,607
BP_159747,,,,,,,,,,20 g,37,0,0,0,0,9.1,,7.1,140
BP_159748,,,,,,,,,,10 g,12,0.1,0,0,0,2.6,,2.5,138
